RRT - sent_id,RRT - verb position,RRT - verb lemma,DCV - unit,DCV - frame
train-3141,6,merge,1,"GP []|GP [] / GAdv []"
train-7291,22,pătrunde,1,"GN [nom]|GP [] / GAdv []|_|_"
train-1999,40,cere,1,"GN [dat] / GP [de la]|GN [ac] / GV [(ca) să]"
dev-71,3,lăsa,2,"GN [nom]|GV [(ca) să];GN [nom]|GN [ac]|GV [să];GN [nom]|V [part.]"
train-7763,4,arăta,3,"GN [nom]|GV [că / să] / GV [unde / cum…] / GP []"
train-3170,1,privi,1,"_|GN [ac] / GP [] / GP [] / GAdv []|_"
train-717,1,avea,1,"GN [ac]"
test-567,13,deveni,1,"_|GN [nom]|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
test-22,5,veni,1,"GP [] / GAdv []|GP []"
train-1190,17,întâlni,1,"GN [nom]|_|GP [] / GAdv []|GP [] / GAdv []|_"
train-8024,26,afla,2,"GP [] / GAdv []|_|GN [nom]"
train-192,12,spune,1,"GN [nom]|GN [dat] / GP [la]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-4,19,închide,3,"_|GN [ac]|_"
train-1913,16,beneficia,1,"GP [de]"
train-1304,12,asocia,1,"GP []|GN [nom]|_|_"
train-1248,20,suspenda,2,"GN [ac] / V [se]|_"
train-1553,13,începe,1,"GP [cu]"
train-7485,11,prezenta,2,"_|GN [nom]|_|GP [drept / ca (fiind)] / GN [nom]"
train-998,17,depăși,1,"GN [ac]"
train-64,7,ajunge,11,"_|GN [nom]|GN [nom] / GAdj [nom] / GP [de] / V [de sup.]"
train-7124,21,întoarce,1,"GP [] / GAdv []|_|GN [nom]|_"
train-2561,9,include,1,"GN [ac]"
train-7201,7,reprezenta,1,"GN [ac]|GN [nom]"
dev-301,1,face,1,"GN [ac]|_"
train-1964,18,îndeplini,1,"GN [nom]|GN [ac]"
train-7279,35,face,3,"GV [(ca) să]"
train-2521,12,lăsa,2,"_|GN [nom]|_|V [part.]"
train-7276,17,arăta,1,"GN [nom]|GN [ac]|_|_"
train-2659,3,semnala,1,"GN [nom]|_|GN [ac] / GV [că] / GV [unde / cum…] / GP [despre]"
train-782,15,deveni,1,"GP [din]|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
test-370,4,decide,1,"GV [(ca) să] / GV [că] / GN [ac] / GP [asupra] / GV [unde / cum…]"
train-7089,26,privi,1,"GN [ac] / GP [] / GP [] / GAdv []|GP []"
dev-496,22,lăsa,2,"GN [nom]|GV [(ca) să];GN [nom]|GN [ac]|GV [să];GN [nom]|V [part.]"
train-2845,19,ridica,6,"_|GP [împotriva]|_"
train-1648,26,avea,1,"GN [nom]|GN [ac]"
train-7710,10,exista,1,"GP [] / GAdv []|GN [nom]|GP [] / GAdv []"
train-3074,4,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-2211,3,preda,2,"_|GN [ac]|GP [la]"
train-7940,13,determina,2,"_|GN [ac]"
train-1515,16,discuta,1,"GN [nom]|GP [de / despre]"
train-7893,10,indica,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…]"
train-202,49,ocupa,5,"GN [nom]|_|GP [cu] / GP [de]"
test-36,7,sta,2,"_|GN [nom]|GP [] / GAdv []|_"
train-1108,18,merita,1,"GN [nom]|GN [ac] / V [să] / V [part.]"
train-7122,17,repeta,3,"GN [nom]|_|GN [ac] / V [se]|_"
train-670,7,ști,1,"GN [nom]|_"
train-3113,3,vrea,1,"GN [nom]|GV [(ca) să]"
test-42,3,opri,2,"GN [nom]"
train-1718,8,participa,1,"GN [nom]|GP [la / în]"
train-549,2,da,1,"GN [nom]|GN [ac]"
train-3264,6,trece,1,"GP [prin / prin (fața, spatele) / pe / pe (la, lângă, sub…)]"
train-2367,10,anunța,1,"GN [nom]|_|_|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-328,4,lăsa,7,"GN [nom]|_|GP [] / GAdv []|_"
train-405,8,uita,1,"_|GP [] / GAdv []"
train-8016,7,prezenta,4,"_|GN [ac]"
train-3211,20,gândi,3,"_|GP [la]"
dev-134,14,face,1,"GN [nom]|GN [ac]"
train-2092,1,învăța,1,"GN [nom]|GN [ac] / V [să] / GV [că] / GV [unde / cum…] / V [inf.]|GP [de la / din]"
train-403,11,ști,1,"_|GV [că] / GV [unde / cum…] / GN [ac]"
train-7096,10,rezista,1,"GN [nom]|_|GN [dat] / GP [la / în fața / împotriva]"
train-958,8,învăța,1,"GN [ac] / V [să] / GV [că] / GV [unde / cum…] / V [inf.]|_"
train-2057,22,continua,2,"GN [ac]|_|_|_"
train-1010,7,schimba,1,"GN [ac]"
train-2423,16,solicita,3,"GN [nom]|GN [ac]"
train-1724,8,lucra,1,"GN [nom]|GP [ca] / GP [la / cu] / GP [la / în]"
train-1425,6,muri,1,"GN [nom]|_"
train-592,6,vedea,2,"_|_|GN [ac] / V [se] / GV [că / unde / cum…]|GN [nom]"
train-7313,19,activa,3,"GN [nom]|_|_|GP [] / GV [] / GAdv [cum / așa]"
train-7311,14,reduce,3,"GN [nom]|_|_|_"
train-7164,21,discuta,1,"_|_|GP [de / despre]|_"
train-2467,18,coincide,1,"GN [nom]|GP [cu]"
train-2189,15,scrie,1,"_|_|GN [ac] / GV [că] / GV [unde / cum…] / GV [-] / GV [(ca) să]"
train-7949,5,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]|_"
test-70,100,uita,1,"GN [ac] / GP [de] / GV [că] / V [să] / GV [unde / cum…]|_|_"
test-383,2,sta,2,"GP [] / GAdv []|GP [] / GAdj [nom]|_"
test-618,3,duce,11,"GN [nom]|GP []|GP [] / GAdv []|GP []|GP [cu / pe]"
train-2846,16,prelua,1,"_|GN [nom]|GN [ac]"
train-2397,8,reprezenta,1,"_|GN [nom]|GN [ac]"
train-3352,8,cuprinde,2,"GN [nom]|GN [ac]"
test-444,36,deveni,1,"GN [nom]|_|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
train-7084,23,da,1,"GN [nom]|GN [ac]"
dev-187,15,avea,1,"GN [nom]|GN [ac]|_"
dev-470,26,porni,1,"_|_|GP []|_"
train-1661,47,beneficia,1,"_|GN [nom]|GP [de]|_"
train-7133,9,face,1,"_|GN [ac]"
train-1992,2,comunica,1,"GN [nom]|GN [dat]|GN [ac] / GV [că] / GV [unde / cum…]"
dev-530,27,suferi,3,"GN [nom]|GN [ac]|_"
train-129,21,acoperi,1,"GN [ac] / V [se]"
train-2614,21,alterna,1,"_|GN [nom]|GP [cu]"
train-1894,18,răspunde,5,"GN [nom]|GP [de]"
test-39,14,găsi,9,"GN [nom]|GN [ac]|V [de sup.] / V [să];GN [nom]|GN [ac]|V [de sup.] / V [să]"
train-3111,2,vrea,1,"GV [(ca) să]"
train-86,2,scrie,2,"_"
train-1319,1,alătura,1,"_|GN [dat]"
test-24,41,asculta,1,"GN [ac]"
dev-25,53,deveni,1,"GN [nom]|GN [nom] / GAdj [nom] / V [de sup.] / V [part.]|_"
test-435,15,beneficia,1,"GN [nom]|_|GP [de]"
train-7926,5,împărți,1,"GN [nom]|GN [ac] / V [se]|GP [în]"
test-359,4,aplica,4,"GN [nom]|GN [ac]|GP [pe / peste] / GN [dat]|_"
test-127,14,cere,1,"GN [nom]|_|GN [dat] / GP [de la]|GN [ac] / GV [(ca) să]"
test-715,15,rămâne,4,"GN [nom]"
train-7139,18,schimba,1,"GN [ac]"
test-224,1,da,8,"GN [ac]|_"
train-2847,10,lăsa,3,"GN [nom]|GAdj [ac] / GN [ac] / GP [] / GAdv [] / GV [ger. / part. / sup.]|GN [ac]"
train-2229,10,cuceri,2,"GN [ac]"
train-3304,14,fixa,2,"_|GN [nom]|GN [ac]"
train-526,5,spune,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-]|GP []"
train-1075,3,merita,1,"GN [nom]|GN [ac] / V [să] / V [part.]"
dev-136,3,purta,2,"GN [nom]|GN [ac]|_"
train-427,7,apuca,5,"_|GP [de] / V [să]"
train-3141,31,cunoaște,3,"GN [nom]|GN [ac]"
train-2932,8,pierde,3,"_|GN [ac]"
train-62,6,ști,1,"GV [că] / GV [unde / cum…] / GN [ac]|_|GP []"
test-116,8,reieși,1,"GP [din / în urma]|GN [nom] / GV [că]"
train-898,4,intra,1,"GP [] / GAdv []|GP []"
dev-377,12,apărea,1,"GN [nom]"
train-7086,6,face,2,"GAdj [ac / nom] / GN [ac / nom] / V [de sup.] / GV [de] / GP []|GN [nom]|_|GN [ac] / V [se]"
test-302,3,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|_"
train-2388,17,căuta,1,"GN [nom]|GN [ac]|GP [] / GAdv []"
train-2472,4,crește,1,"GN [nom]|GAdj [nom] / GP [cu / de] / GAdv [] / V [ger.]|_"
train-1663,4,folosi,1,"GN [nom]|GN [ac]"
train-3374,12,auzi,1,"GN [ac]"
train-429,1,continua,3,"V [să]"
train-3111,9,strica,1,"GN [ac]|_"
train-16,7,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]|_"
train-7106,5,întâmpla,1,"GN [nom] / GV [(ca) să] / GV [că]|_"
train-2842,22,face,1,"GN [ac]|_"
train-3098,24,merge,1,"GP []"
test-87,3,înlocui,1,"GN [nom]|GN [ac]|GP [cu / prin];GN [nom]|GN [ac]|GP [între / cu]"
dev-252,23,întoarce,1,"_|GP []"
test-139,12,încerca,1,"GN [nom]|V [să]"
dev-327,2,cânta,1,"GN [nom]|GN [dat] / GP [la / pentru]|GN [ac]"
train-120,12,vedea,2,"GN [ac] / V [se]|_|GP [] / GP [] / GAdj [ac] / GV [ger. / part.] / GN [ac] / GV [că] / GV [unde / cum…]"
train-1447,4,convoca,1,"GN [nom]|_|GN [ac]|_"
test-716,4,afecta,1,"GN [nom]|_|GN [ac]"
train-2631,7,asuma,1,"GN [nom]|GN [ac]|_"
train-2172,11,ajuta,1,"GN [nom]|_|GN [ac]|GP [] / GV [(ca) să]"
train-2974,4,ști,1,"GV [că] / GV [unde / cum…] / GN [ac]|_"
test-290,2,asista,1,"_|_|GP [la]"
train-1468,7,solicita,1,"GN [nom]|GN [dat] / GP [la / în / de la]|GN [ac] / GV [să] / GV [(ca) să]|_"
dev-76,20,trece,9,"_|GN [nom]|_|GP [la / în]"
train-1033,8,repara,1,"GN [ac]"
train-758,3,comanda,1,"GN [nom]|GN [dat]|_|GN [ac]"
train-3296,9,stabili,1,"GN [ac] / GV [că] / GV [unde / cum…]|_"
train-3311,33,avea,1,"GN [ac]"
test-90,7,schimba,1,"GN [ac]"
train-1632,16,depăși,1,"GN [nom]|_|GP []|GN [ac]|_"
dev-441,12,sta,2,"GP [] / GAdv []"
train-2269,16,modifica,1,"GN [nom]|_|GN [ac]"
train-1757,2,aproba,4,"GN [nom]|GN [ac]|_|_"
dev-169,3,limita,2,"GN [nom]|_|_|GP [la]"
test-560,9,verifica,1,"GN [nom]|GN [ac] / GV [că / să] / GV [unde / cum…]"
train-7133,19,spune,1,"_|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-7130,27,face,1,"GN [ac]"
train-1235,11,acuza,1,"GN [nom]|GN [ac]|GP [de / pentru] / GV [că]"
test-170,44,participa,1,"GN [nom]|GP [la / în]|_"
train-3150,13,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]"
train-2093,3,merita,2,"GN [nom]|V [part.] / V [să fie] / GN [ac]"
train-1054,3,sufla,1,"GN [nom]|_|GP []|_"
train-243,10,deschide,2,"GN [ac]"
train-2590,5,urmări,2,"GN [nom]|V [să]"
test-715,3,arăta,3,"GN [nom]|GV [că / să] / GV [unde / cum…] / GP []"
train-3127,8,lăsa,2,"GV [(ca) să]"
train-155,5,spune,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-]|GN [nom]"
test-128,31,oferi,1,"GN [nom]|GN [ac]|GN [dat];GN [nom]|GN [ac]|GAdv [reciproc] / GN [dat]"
dev-670,4,deschide,9,"GP [spre / către] / GP []|_|GN [nom]"
train-593,14,citi,1,"GN [nom]|GN [ac]|GP [] / GAdv [+loc +sursă]|GN [dat]"
dev-104,14,sta,2,"GP [] / GAdj [nom]|_"
train-2703,19,conduce,2,"GN [ac]|GP []"
test-11,2,întoarce,3,"GN [nom]|GN [ac]"
test-459,14,dispărea,1,"_|GN [nom]"
train-1962,19,avea,1,"GN [nom]|GN [ac]"
train-2975,1,arde,6,"GN [dat]|GP [de] / V [să]"
train-826,7,conține,1,"GN [nom]|GN [ac]"
train-333,3,veni,1,"GP [] / GAdv []|_"
train-255,6,ști,1,"GP []|_|_|GV [că] / GV [unde / cum…] / GN [ac]"
train-7602,4,marca,2,"GN [nom]|GN [ac]|_"
train-2995,9,forma,3,"GN [ac]|_"
train-2952,1,întoarce,3,"GN [nom]|GN [ac]|_"
train-160,17,întinde,1,"GN [ac]|GP []|_"
train-7117,30,aștepta,3,"_|GP [la] / GV [(ca) să]"
train-582,10,lăsa,3,"GN [ac]|_|GAdj [ac] / GN [ac] / GP [] / GAdv [] / GV [ger. / part. / sup.]"
train-7082,26,contesta,1,"GN [nom]|GN [ac]"
train-1946,42,obliga,1,"_|GN [ac]|GV [să] / GP [la]"
dev-125,16,dura,1,"GN [nom]|_"
train-825,4,analiza,1,"GN [nom]|_|GN [ac]"
train-464,3,deschide,9,"GN [nom]|_|_"
train-1236,3,marca,2,"GN [nom]|GN [ac]|_"
dev-521,4,răni,1,"_|GN [nom]|GN [ac] / V [se]"
train-1545,5,începe,2,"GN [nom]|GN [ac] / V [să]|_"
dev-377,4,ști,1,"GV [că] / GV [unde / cum…] / GN [ac]"
train-2344,14,domina,2,"GN [nom]|GN [ac] / GP [] / GAdv []"
test-140,6,anunța,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-45,48,da,3,"GN [dat]|GN [ac]"
train-1270,31,citi,1,"GP []|GN [nom]|GN [ac]"
dev-32,2,face,1,"GN [nom]|GN [ac]|_"
train-1327,18,ajunge,1,"_|GP []"
train-2020,2,alege,1,"GN [nom]|_|GN [ac]|_"
train-20,7,sugera,1,"GN [nom]|_|GN [ac] / GV [că / să] / GV [unde / cum…] / GV [-]"
train-684,13,arăta,2,"GN [nom]|GP [ca / a / de] / GAdj [nom] / GAdv [] / V [să / inf. / part.] / V [de sup.]|_"
dev-141,27,adapta,1,"GN [nom]|_|GN [ac] / V [se]|GP [la / pentru / pe / în] / GN [dat]"
test-146,20,permite,1,"_|GN [ac] / GV [(ca) să]"
train-492,1,spune,1,"GN [dat] / GP [la]|_|GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
dev-48,7,merge,1,"GP [] / GAdv []|GP []"
dev-555,7,semna,1,"GN [ac] / GP [pe / în]"
dev-657,15,pune,1,"GN [ac] / V [se]|GP [] / GAdv []"
train-344,15,trece,1,"GN [nom]"
train-2106,7,confrunta,1,"_|GN [nom]|GN [ac]|GP [cu]"
dev-128,3,decide,1,"GN [nom]|GV [(ca) să] / GV [că] / GN [ac] / GP [asupra] / GV [unde / cum…]"
test-49,11,căpăta,1,"GN [ac]"
test-407,4,ști,1,"_"
train-1479,25,asculta,1,"GN [ac]"
train-1378,21,pleca,1,"GP []|GP [] / GAdv []"
train-1265,33,costa,1,"GN [ac]"
dev-321,24,căuta,1,"GN [ac]"
dev-569,16,asigura,1,"GN [ac]"
train-920,10,axa,1,"_|_|GP [pe]|_"
train-7887,4,scrie,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-] / GV [(ca) să]|GP []|_"
train-575,3,visa,1,"GN [nom]|GN [ac]"
train-8016,3,avea,1,"GN [nom]|GN [ac]"
train-1675,11,oferi,3,"GN [nom]|GN [ac]"
dev-436,20,confrunta,3,"GN [nom]|_|_|GP [cu]"
train-979,17,necesita,1,"GN [nom]|_|GN [ac]"
train-3378,5,aștepta,1,"GN [nom]|GN [ac]|GP [] / GAdv []"
train-3337,3,reprezenta,1,"GN [nom]|GN [ac]|_"
train-1763,8,răspunde,5,"GN [nom]|GP [de]"
train-370,2,descrie,1,"GN [dat] / GP [în (fața)]|GN [ac] / GV [unde / cum …]"
train-1947,33,aplica,1,"_|GN [ac]"
train-1351,5,crede,4,"_|GP [în]"
train-7135,22,vorbi,2,"GP [cu] / GN [dat] / GP [la / pentru] / GP [la]|GP []|_"
train-1958,7,duce,4,"GN [nom]|_|GP [la]"
train-7757,3,explica,1,"GN [ac]"
train-560,1,avea,1,"GN [ac]"
train-841,2,ataca,2,"_|GN [ac]|_"
train-3148,5,auzi,1,"GN [nom]|_|GN [ac]"
train-2579,6,construi,1,"_|GN [ac]"
dev-323,9,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [nom]"
test-548,19,verifica,1,"_|GN [ac] / GV [că / să] / GV [unde / cum…]"
train-7920,4,afla,2,"GN [nom]|_|GP [] / GAdv []|_"
train-1412,32,limita,2,"GN [nom]|_|GP [la]"
train-7456,2,reuni,2,"GN [nom]|GN [ac]"
train-1804,22,estima,1,"_|GN [nom]|GN [ac] / GV [că]"
test-729,15,cădea,1,"GN [nom]|GP []"
dev-133,6,acuza,1,"GN [nom]|GN [ac]|GP [de / pentru] / GV [că]"
train-947,5,crede,1,"_|GN [nom]|GV [că] / GN [ac]"
train-3051,21,vedea,2,"GN [ac] / V [se] / GV [că / unde / cum…]"
dev-391,20,forma,1,"GN [ac]"
train-1320,10,face,1,"GP [din / de la]|GN [nom]|GN [ac]|_"
train-75,7,merge,1,"GP [] / GAdv []|GP []|_"
train-471,8,ridica,1,"GN [nom]|GN [ac] / V [se]|GP []|GP [] / GAdv []|GN [ac] / GP [cu] / GAdv []|GP []"
train-2272,14,îndeplini,1,"_|GN [ac]"
train-7579,5,concentra,3,"GN [nom]|_|GP [pe / asupra]|_"
train-268,22,numi,4,"GN [nom] / GV [dacă / când / că / să]|_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-7133,3,gândi,6,"_|GV [(ca) să]"
train-2701,10,vrea,1,"GV [(ca) să]"
train-7263,25,înregistra,1,"GN [ac] / GV [că] / GV [unde / cum…]|_"
train-1777,1,începe,1,"GP [cu]"
dev-63,34,trezi,4,"_|GN [nom]|_|GN [dat] / GP [în]|GN [ac]"
train-1859,20,conține,1,"GN [nom]|GN [ac]"
test-240,10,modifica,1,"_|GN [nom]|GN [ac]|_"
train-1445,23,aparține,1,"GN [nom]|GN [dat]"
train-3101,1,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
test-251,15,apărea,2,"GN [nom]|GP [ca / drept] / GAdj [nom] / V [part.] / GP [] / GAdv []|GN [dat]"
train-150,43,ruga,2,"GN [nom]|_|GN [dat] / GP [la / în fața]|GP [pentru] / GV [(ca) să]"
test-300,8,recomanda,1,"_|_|GV [(ca) să] / GN [ac]"
train-7939,1,considera,3,"GN [ac]"
train-1062,10,propune,4,"GN [nom]|_|V [să] / GV [(ca) să]"
train-1974,30,proceda,2,"_|GN [nom]|_|GP [la]"
dev-394,21,micșora,1,"GN [ac]"
dev-129,21,declara,2,"GN [ac]"
test-6,11,ține,21,"GN [ac]|GN [nom]"
train-1881,20,prevedea,2,"_|GN [nom]|GN [ac] / GV [că / (ca) să]"
train-1724,27,lucra,1,"GN [nom]|GP [ca] / GP [la / cu] / GP [la / în]"
train-1056,3,atrage,3,"GN [nom]|GN [ac]"
train-1442,6,începe,2,"GN [nom]|GN [ac] / V [să]|_|_"
train-1551,9,stabili,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…]"
train-2277,5,constitui,1,"GN [nom]|GN [ac]|_"
train-511,7,celebra,1,"GN [ac]"
dev-752,13,cunoaște,1,"GN [ac] / V [se]"
dev-417,19,promova,1,"GN [nom]|GN [ac]|_|GP [în / la]"
train-2369,18,obliga,1,"GN [nom]|GN [ac]|GV [să] / GP [la]"
train-7267,36,asigura,1,"GN [ac]"
test-45,3,întâlni,1,"GN [nom]|GP [cu]|GP [] / GAdv []|GP [] / GAdv [];GN [nom]|GP [] / GAdv []|GP [] / GAdv []"
dev-327,24,numi,4,"_|GN [nom] / GAdv [cum / așa] / GV [că / să]"
train-2583,3,lua,4,"GN [ac]|_|_"
train-2781,21,da,1,"GN [nom]|GN [ac]"
train-1555,25,certifica,1,"GN [ac] / GV [că]"
train-42,11,încerca,3,"_|GN [ac]|GN [nom]"
train-771,2,apela,1,"GP [la]"
train-1473,20,urma,5,"V [să] / V [inf.]"
train-1426,19,prezenta,4,"_|GN [nom]|GN [ac]"
dev-40,17,apuca,2,"_|GP [de]|_"
train-1862,15,exista,1,"GN [nom]"
train-3117,25,pierde,3,"_|_|GN [ac]"
dev-68,8,trece,1,"GP [] / GAdv []|GN [nom]"
train-2054,15,prezenta,4,"GP [] / GAdj [ac] / GV [part.]|GN [nom]|GN [ac]"
train-7508,7,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [nom]|GN [ac]"
train-348,19,băga,1,"GN [ac]|GP [] / GAdv []"
train-7270,27,continua,1,"_|_|GP [cu]"
train-153,27,sări,1,"GP [] / GAdv []|_"
train-1930,6,însemna,1,"GN [nom] / GV [să] / GV [dacă] / V [inf.]|GN [nom] / GV [că] / GV [să] / V [inf.]"
train-7551,5,referi,1,"GN [nom]|_|GP [la]"
train-1385,4,povesti,1,"GN [nom]|GN [ac] / GP [despre] / GV [unde / cum…] / GV [că]"
train-939,6,practica,1,"GN [ac]|GN [nom]|_|_"
train-7100,31,regreta,1,"GV [că] / GN [ac]|_"
train-757,4,înțelege,1,"_|GN [ac]"
train-2369,21,intra,3,"GP [în]"
train-2285,14,conduce,1,"GN [nom]|GN [ac]|_"
train-2967,13,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-7577,12,include,1,"GN [ac]"
dev-565,26,stabili,1,"GN [nom]|GN [ac] / GV [că] / GV [unde / cum…]"
train-944,4,închide,4,"GN [nom]|_|GN [ac]"
dev-660,13,avea,1,"GN [ac]|GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]"
test-414,14,pierde,6,"GN [nom]|_|GN [ac]"
train-1705,13,avea,1,"GAdj [ac] / GP [] / GAdv [] / GV [part.] / GN [ac]|GN [ac]"
train-2649,19,avea,1,"_|GN [ac]"
test-634,8,atribui,1,"_|GN [dat]|GN [ac]"
test-267,15,transmite,1,"GP []|GN [ac] / GV [că / să] / GP [despre] / GV [unde / cum…] / GV [-]"
train-3292,3,combate,1,"GN [nom]|GN [ac]"
dev-635,8,certa,2,"_|_"
train-218,8,face,15,"_|GN [nom]|_|GAdj [nom] / GN [nom] / V [de sup.] / GP [cu] / GP [(ca) de]"
train-3195,21,zice,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-]"
train-886,23,interveni,2,"GN [nom]|_"
test-586,14,da,1,"GN [ac]"
test-628,5,rezulta,2,"GN [nom]|_|GP [din / de la]"
train-2171,6,obliga,1,"GN [nom]|GN [ac]|GV [să] / GP [la]"
train-502,10,vrea,1,"GN [ac]"
train-289,4,cădea,1,"GN [nom]|GP []"
train-2882,2,încerca,1,"GN [nom]|V [să] / GN [ac]"
train-1737,42,ține,9,"GN [nom]|GP [de]"
train-7273,25,face,1,"_|GN [ac]|_"
train-1415,10,trata,2,"GP [] / GAdv []|GN [nom]|_|GN [ac]"
train-1770,37,prezenta,4,"GN [nom]|GN [ac]"
train-1907,43,avea,1,"GN [ac]"
test-168,6,reprezenta,1,"GN [nom]|GN [ac]"
train-2425,21,deveni,1,"GN [nom] / GAdj [nom] / V [de sup.] / V [part.]"
train-7599,30,urma,5,"V [să] / V [inf.]"
train-1069,2,proceda,1,"GN [nom]|GAdv [] / GP []"
test-577,14,risca,2,"GN [nom]|_|_|GN [ac] / V [să] / V [inf.]"
train-7570,53,efectua,1,"GN [nom]|GN [ac]"
train-7365,12,controla,1,"GN [ac]|_"
train-3279,3,porni,2,"GN [nom]|GN [ac]"
train-147,13,omorî,1,"GN [ac]"
train-3094,4,face,1,"_|GN [nom]|GN [ac]|_"
train-511,24,cânta,1,"GN [dat] / GP [la / pentru]"
test-383,13,ajuta,1,"GN [nom]|GN [ac]|GP [] / GV [(ca) să]"
dev-602,27,aplica,1,"GN [ac]"
train-7859,18,face,2,"GN [ac] / V [se]|GAdj [ac / nom] / GN [ac / nom] / V [de sup.] / GV [de] / GP []"
train-1243,12,aprecia,3,"GN [nom]|GV [că]"
train-7098,6,citi,1,"_|GN [nom]|_|GN [ac]|_"
dev-28,7,lua,3,"GN [ac]"
train-2857,3,trece,1,"GP [] / GAdv []"
train-2106,1,străbate,1,"GN [ac]"
test-154,38,conține,1,"GN [nom]|GN [ac]"
train-7912,3,deplasa,1,"GN [ac]|GP []"
train-640,49,părea,1,"GN [nom]|V [că / să]"
dev-431,3,gândi,6,"_|GV [(ca) să]"
test-329,10,sta,2,"GN [nom]|GP [] / GAdv []"
train-683,26,folosi,1,"GP [] / GV []|GN [ac]|_"
dev-134,10,merge,1,"GN [nom]|GP []"
test-241,5,cultiva,4,"GN [nom]|GN [ac]"
dev-671,2,ridica,2,"_|GN [ac]"
train-1141,12,interzice,1,"GN [dat]|GV [să] / GN [ac]|_"
train-1468,10,elabora,1,"_|GN [ac]"
test-56,8,exista,1,"GP [] / GAdv []|GP [] / GAdv []|GN [nom]"
train-7336,16,constitui,1,"GN [nom]|GN [ac]"
test-23,10,apărea,1,"GP [] / GAdv []|GP [] / GAdv []|_"
train-2739,3,realiza,1,"GN [ac]|_"
train-457,12,petrece,5,"_|GP [] / GAdv []"
train-2747,20,avea,1,"GN [ac]"
train-1173,6,organiza,1,"GP [] / GP [după] / GAdv []|GN [nom]|_|GN [ac]"
dev-126,10,opune,1,"_|GN [dat] / GP [la] / GV [(ca) să]"
train-538,19,arăta,2,"GN [nom]|_|GP [ca / a / de] / GAdj [nom] / GAdv [] / V [să / inf. / part.] / V [de sup.]"
train-7334,21,constitui,1,"_|GN [nom]|GN [ac]"
train-670,12,trece,1,"GP [] / GAdv []|_|_|GN [nom]|_"
train-3395,22,ruga,2,"_|_|_|_"
train-1412,19,analiza,1,"GN [nom]|GN [ac]"
train-7658,8,muta,1,"_|GN [nom]|GP [] / GAdv []|GN [ac]|GP []"
train-2837,8,scrie,1,"GN [ac] / GV [că] / GV [unde / cum…] / GV [-] / GV [(ca) să]|GN [dat] / GP [la]"
train-2673,18,sprijini,1,"_|_|GN [ac]"
train-2922,6,porni,1,"GP []|_|GN [nom]"
train-3399,19,folosi,4,"_|GP [de]"
train-99,18,observa,1,"_|GN [ac] / GV [că] / GV [unde / cum…]"
train-3301,10,aduce,1,"GN [dat] / GP [] / GAdv []|GN [nom]|GN [ac]"
train-325,3,termina,1,"GN [nom]|GN [ac] / V [să] / V [de sup.]|_"
train-3003,2,veni,1,"GN [nom]"
train-1841,2,trimite,1,"GN [nom]|GN [ac]|GP [] / GAdv [] / GN [dat]"
train-1004,7,interveni,2,""
train-3063,9,fugi,1,"GP []"
dev-227,8,păstra,1,"_|GN [ac]"
train-1261,30,petrece,1,"GP []|GN [nom]|GN [ac]"
dev-340,10,întâmpla,2,"GN [nom] / GV [(ca) să] / GV [că]|GN [dat]|_|_"
test-439,24,face,1,"GN [nom]|GN [ac]|GP [din / de la / cu]|GN [dat] / V [își] / GP [pentru]"
train-1742,10,acționa,1,"GAdv [] / GP []|GN [nom]|_"
train-7847,29,face,1,"_|GN [nom]|GN [ac]"
train-667,4,părea,3,"_|GN [dat]|GV [că]"
test-674,7,determina,1,"GN [ac]"
